	WormGEMid	GeneID1
25960	NNNNNN	V3C99_015800
25991	NNNNNN	V3C99_015806
25992	NNNNNN	V3C99_015807
25994	ttx-1	V3C99_015809
25997	hmp-1	V3C99_015812
25998	emc-6	V3C99_015813
26034	asp-5	V3C99_015824
26035	NNNNNN	V3C99_015824
26038	asp-5	V3C99_015825
26039	NNNNNN	V3C99_015825
26042	C10G8.8	V3C99_015827
26043	emc-6	V3C99_015829
26044	ceh-34	V3C99_015836
26045	C10G8.8	V3C99_015837
26046	dhs-20	V3C99_015840
26047	cul-5	V3C99_015841
26048	mnr-1	V3C99_015842
26049	C23G10.2	V3C99_015843
26050	tag-290	V3C99_015847
26051	NNNNNN	V3C99_015848
26052	NNNNNN	V3C99_015849
26053	symk-1	V3C99_015850
26055	C10B5.1	V3C99_015852
26056	pxn-1	V3C99_015853
26058	NNNNNN	V3C99_015854
26060	NNNNNN	V3C99_015856
26061	NNNNNN	V3C99_015858
26062	NNNNNN	V3C99_015858
26066	smk-1	V3C99_015860
26067	R07G3.8	V3C99_015861
26068	cdc-42	V3C99_015862
26069	NNNNNN	V3C99_015863
26072	F41E6.5	V3C99_015866
26073	tag-196	V3C99_015869
26074	NNNNNN	V3C99_015870
26075	NNNNNN	V3C99_015871
26076	atg-18	V3C99_015872
26081	cpi-2	V3C99_015877
26085	NNNNNN	V3C99_015878
26092	picc-1	V3C99_015883
26093	aps-1	V3C99_015884
26102	M02B7.2	V3C99_015886
26103	R02D3.8	V3C99_015886
26104	M02B7.2	V3C99_015889
26105	R02D3.8	V3C99_015889
26106	NNNNNN	V3C99_015892
26107	NNNNNN	V3C99_015893
26108	NNNNNN	V3C99_015893
26109	NNNNNN	V3C99_015894
26110	NNNNNN	V3C99_015894
26111	NNNNNN	V3C99_015895
26112	mrg-1	V3C99_015896
26114	NNNNNN	V3C99_015897
26115	NNNNNN	V3C99_015898
26116	NNNNNN	V3C99_015899
26117	B0001.4	V3C99_015901
26118	B0001.4	V3C99_015902
26119	nphp-4	V3C99_015907
26120	NNNNNN	V3C99_015908
26122	NNNNNN	V3C99_015909
26123	NNNNNN	V3C99_015910
26126	pkc-1	V3C99_015925
26127	NNNNNN	V3C99_015926
26128	eif-2A	V3C99_015929
26130	NNNNNN	V3C99_015933
26131	NNNNNN	V3C99_015933
26132	mks-3	V3C99_015934
26134	NNNNNN	V3C99_015938
26148	NNNNNN	V3C99_015947
26150	NNNNNN	V3C99_015950
26151	rpt-2	V3C99_015951
26152	jmjc-1	V3C99_015952
26153	NNNNNN	V3C99_015964
26154	T06E6.1	V3C99_015965
26155	picd-1	V3C99_015966
26156	T06E6.1	V3C99_015967
26157	trm-1	V3C99_015968
26158	exc-14	V3C99_015969
26160	NNNNNN	V3C99_015970
26164	NNNNNN	V3C99_015977
26167	F47G9.4	V3C99_015981
26168	tmed-10	V3C99_015991
26170	Y60A3A.19	V3C99_015992
26171	NNNNNN	V3C99_015993
26172	NNNNNN	V3C99_015994
26173	fpn-1.2	V3C99_015995
26174	tbc-7	V3C99_015996
26177	ges-1	V3C99_016000
26182	adss-1	V3C99_016005
26183	hsp-6	V3C99_016007
26184	C37H5.5	V3C99_016008
26187	acr-10	V3C99_016013
26188	bre-4	V3C99_016014
26189	bre-4	V3C99_016015
26190	bre-4	V3C99_016016
26191	NNNNNN	V3C99_016018
26192	aps-2	V3C99_016020
26193	NNNNNN	V3C99_016021
26194	B0024.13	V3C99_016023
26195	NNNNNN	V3C99_016024
26196	cdf-2	V3C99_016027
26197	NNNNNN	V3C99_016028
26198	NNNNNN	V3C99_016029
26199	NNNNNN	V3C99_016030
26201	NNNNNN	V3C99_016036
26202	NNNNNN	V3C99_016038
26211	Y57E12AL.1	V3C99_016042
26212	tmem-258	V3C99_016043
26213	NNNNNN	V3C99_016044
26214	sma-1	V3C99_016045
26216	cosa-1	V3C99_016050
26217	prdx-2	V3C99_016051
26218	algn-2	V3C99_016053
26219	F09E5.3	V3C99_016054
26220	NNNNNN	V3C99_016055
26221	NNNNNN	V3C99_016061
26222	rbx-1	V3C99_016062
26223	NNNNNN	V3C99_016063
26224	NNNNNN	V3C99_016067
26225	abhd-12	V3C99_016068
26229	rcor-1	V3C99_016070
26230	NNNNNN	V3C99_016072
26232	cubn-1	V3C99_016074
26242	NNNNNN	V3C99_016086
26243	NNNNNN	V3C99_016087
26244	sut-2	V3C99_016088
26245	chn-1	V3C99_016089
26246	sos-1	V3C99_016090
26248	unc-23	V3C99_016096
26249	C50B6.7	V3C99_016097
26251	C01G10.7	V3C99_016103
26252	atg-13	V3C99_016104
26253	ahsa-1	V3C99_016107
26254	NNNNNN	V3C99_016108
26255	NNNNNN	V3C99_016110
26258	rhr-1	V3C99_016113
26259	cat-4	V3C99_016117
26260	NNNNNN	V3C99_016119
26261	gpc-1	V3C99_016120
26264	skp-1	V3C99_016122
26266	NNNNNN	V3C99_016124
26267	NNNNNN	V3C99_016125
26270	cand-1	V3C99_016131
26271	ctps-1	V3C99_016132
26291	NNNNNN	V3C99_016164
26292	NNNNNN	V3C99_016166
26293	bus-18	V3C99_016167
26294	sel-11	V3C99_016168
26295	syx-5	V3C99_016169
26296	F55A11.1	V3C99_016170
26297	NNNNNN	V3C99_016172
26300	uvs-1	V3C99_016178
26301	uvs-1	V3C99_016180
26302	mrpl-49	V3C99_016181
26303	R11D1.10	V3C99_016182
26305	NNNNNN	V3C99_016184
26309	NNNNNN	V3C99_016189
26310	NNNNNN	V3C99_016191
26311	NNNNNN	V3C99_016191
26312	NNNNNN	V3C99_016191
26313	NNNNNN	V3C99_016191
26314	umps-1	V3C99_016193
26315	crn-2	V3C99_016194
26316	mrpl-48	V3C99_016195
26317	vps-37	V3C99_016196
26318	NNNNNN	V3C99_016197
26319	trpp-6	V3C99_016199
26320	NNNNNN	V3C99_016200
26321	ceh-22	V3C99_016201
26322	NNNNNN	V3C99_016202
26323	gsp-1	V3C99_016203
26324	NNNNNN	V3C99_016204
26326	mfsd-11	V3C99_016205
26328	reps-1	V3C99_016213
26329	NNNNNN	V3C99_016215
26331	mrps-35	V3C99_016216
26339	NNNNNN	V3C99_016221
26340	NNNNNN	V3C99_016222
26350	NNNNNN	V3C99_016225
26354	ubh-1	V3C99_016227
26357	dpy-11	V3C99_016228
26358	R31.2	V3C99_016230
26359	NNNNNN	V3C99_016231
26360	NNNNNN	V3C99_016232
26361	ZK856.11	V3C99_016233
26363	NNNNNN	V3C99_016236
26365	xpo-1	V3C99_016238
26366	NNNNNN	V3C99_016239
26367	NNNNNN	V3C99_016245
26368	nmr-2	V3C99_016246
26369	spas-1	V3C99_016247
26370	F44A2.5	V3C99_016248
26373	NNNNNN	V3C99_016254
26374	NNNNNN	V3C99_016255
26375	Y38A10A.7	V3C99_016257
26376	Y39B6A.3	V3C99_016258
26377	Y50D4C.3	V3C99_016259
26378	Y50D4C.6	V3C99_016260
26379	sqv-6	V3C99_016261
26380	ccnk-1	V3C99_016262
26382	dgtr-1	V3C99_016263
26383	NNNNNN	V3C99_016264
26384	C44B11.1	V3C99_016265
26386	NNNNNN	V3C99_016266
26388	mdh-1	V3C99_016268
26389	W01A11.1	V3C99_016268
26390	NNNNNN	V3C99_016269
26394	pgph-3	V3C99_016271
26395	pgph-2	V3C99_016271
26396	pgph-1	V3C99_016271
26397	NNNNNN	V3C99_016274
26399	NNNNNN	V3C99_016276
26400	hrg-9	V3C99_016277
26401	hrg-10	V3C99_016277
26403	Y59A8B.8	V3C99_016279
26405	nova-1	V3C99_016281
26409	rbg-1	V3C99_016283
26412	T02H6.11	V3C99_016285
26413	istr-1	V3C99_016286
26414	cdkr-3	V3C99_016288
26415	F32D8.13	V3C99_016290
26416	sec-61.G	V3C99_016291
26417	NNNNNN	V3C99_016292
26418	NNNNNN	V3C99_016293
26419	NNNNNN	V3C99_016294
26420	NNNNNN	V3C99_016294
26421	NNNNNN	V3C99_016294
26422	NNNNNN	V3C99_016294
26423	NNNNNN	V3C99_016295
26424	NNNNNN	V3C99_016295
26425	NNNNNN	V3C99_016295
26426	NNNNNN	V3C99_016295
26431	unc-45	V3C99_016297
26432	drsh-1	V3C99_016300
26434	clp-9	V3C99_016301
26438	clp-10	V3C99_016301
26440	cfz-2	V3C99_016302
26444	zmp-3	V3C99_016308
26445	hex-2	V3C99_016309
26448	mls-1	V3C99_016313
26450	fut-6	V3C99_016314
26451	NNNNNN	V3C99_016315
26452	NNNNNN	V3C99_016316
26464	NNNNNN	V3C99_016347
26496	NNNNNN	V3C99_016349
26499	NNNNNN	V3C99_016354
26500	shw-3	V3C99_016355
26501	moc-1	V3C99_016356
26502	pnn-1	V3C99_016356
26503	NNNNNN	V3C99_016358
26504	shw-3	V3C99_016359
26518	pst-1	V3C99_016366
26519	syf-3	V3C99_016367
26520	unc-76	V3C99_016369
26521	C01G10.10	V3C99_016370
26522	rsp-1	V3C99_016371
26524	NNNNNN	V3C99_016372
26525	NNNNNN	V3C99_016372
26533	NNNNNN	V3C99_016375
26534	C05C8.5	V3C99_016376
26537	NNNNNN	V3C99_016377
26540	NNNNNN	V3C99_016377
26544	NNNNNN	V3C99_016377
26545	NNNNNN	V3C99_016377
26546	NNNNNN	V3C99_016377
26547	NNNNNN	V3C99_016377
26548	NNNNNN	V3C99_016377
26551	NNNNNN	V3C99_016377
26553	NNNNNN	V3C99_016377
26574	NNNNNN	V3C99_016380
26578	NNNNNN	V3C99_016381
26581	NNNNNN	V3C99_016381
26584	NNNNNN	V3C99_016381
26585	NNNNNN	V3C99_016381
26586	NNNNNN	V3C99_016381
26587	NNNNNN	V3C99_016381
26588	NNNNNN	V3C99_016381
26589	NNNNNN	V3C99_016381
26592	NNNNNN	V3C99_016381
26594	NNNNNN	V3C99_016381
26595	NNNNNN	V3C99_016381
26625	NNNNNN	V3C99_016393
26626	sel-1	V3C99_016396
26627	mrps-5	V3C99_016397
26628	rpm-1	V3C99_016398
26635	H14N18.4	V3C99_016402
26636	H14N18.4	V3C99_016403
26637	bbs-8	V3C99_016406
26638	NNNNNN	V3C99_016407
26639	pacs-1	V3C99_016412
26640	F44E7.9	V3C99_016413
26641	ZC250.2	V3C99_016414
26643	ttb-1	V3C99_016416
26644	algn-13	V3C99_016416
26645	NNNNNN	V3C99_016417
26646	set-6	V3C99_016417
26648	NNNNNN	V3C99_016417
26650	NNNNNN	V3C99_016417
26653	pap-1	V3C99_016419
26655	rga-3	V3C99_016421
26656	rga-4	V3C99_016421
26657	cfap-36	V3C99_016422
26668	NNNNNN	V3C99_016423
26669	NNNNNN	V3C99_016425
26670	NNNNNN	V3C99_016426
26671	NNNNNN	V3C99_016427
26672	NNNNNN	V3C99_016428
26674	pcaf-1	V3C99_016430
26675	nid-1	V3C99_016431
26683	NNNNNN	V3C99_016433
26688	NNNNNN	V3C99_016435
26689	NNNNNN	V3C99_016436
26690	egl-2	V3C99_016438
26691	NNNNNN	V3C99_016439
26695	T07F10.3	V3C99_016441
26699	pafo-1	V3C99_016443
26700	mrps-21	V3C99_016444
26702	C25E10.12	V3C99_016446
26703	uvs-1	V3C99_016447
26706	ssu-1	V3C99_016452
26707	NNNNNN	V3C99_016455
26708	fkb-3	V3C99_016456
26709	E02A10.3	V3C99_016457
26711	T07F10.3	V3C99_016459
26715	gpla-1	V3C99_016463
26719	NNNNNN	V3C99_016470
26729	pak-2	V3C99_016477
26735	ccch-1	V3C99_016483
26736	NNNNNN	V3C99_016484
26737	NNNNNN	V3C99_016486
26742	NNNNNN	V3C99_016491
26751	anp-1	V3C99_016500
26752	anp-1	V3C99_016501
26753	anp-1	V3C99_016502
26754	anp-1	V3C99_016503
26756	anp-1	V3C99_016506
26760	algn-14	V3C99_016511
26761	NNNNNN	V3C99_016512
26762	NNNNNN	V3C99_016512
26763	NNNNNN	V3C99_016514
26764	NNNNNN	V3C99_016515
26765	NNNNNN	V3C99_016516
26768	faah-5	V3C99_016519
26769	faah-4	V3C99_016519
26770	got-1.2	V3C99_016521
26771	acy-2	V3C99_016525
26778	NNNNNN	V3C99_016531
26779	mcp-1	V3C99_016532
26780	pcm-1	V3C99_016533
26781	tbcb-1	V3C99_016534
26782	NNNNNN	V3C99_016536
26783	ldp-1	V3C99_016537
26785	NNNNNN	V3C99_016538
26795	NNNNNN	V3C99_016540
26802	NNNNNN	V3C99_016541
26806	F33E11.3	V3C99_016542
26807	gid-2	V3C99_016543
26808	mom-1	V3C99_016544
26809	phf-10	V3C99_016545
26810	F25H9.7	V3C99_016546
26811	phf-14	V3C99_016548
26816	C35A5.8	V3C99_016551
26819	mrpl-4	V3C99_016555
26820	mrps-2	V3C99_016556
26821	natc-1	V3C99_016557
26825	NNNNNN	V3C99_016559
26826	NNNNNN	V3C99_016559
26829	NNNNNN	V3C99_016559
26830	NNNNNN	V3C99_016562
26831	NNNNNN	V3C99_016563
26833	NNNNNN	V3C99_016563
26834	NNNNNN	V3C99_016564
26835	rol-3	V3C99_016566
26843	NNNNNN	V3C99_016582
26853	NNNNNN	V3C99_016585
26855	NNNNNN	V3C99_016585
26856	glp-1	V3C99_016586
26857	lin-12	V3C99_016586
26858	ndc-80	V3C99_016587
26866	cky-1	V3C99_016590
26868	NNNNNN	V3C99_016591
26870	NNNNNN	V3C99_016591
26871	NNNNNN	V3C99_016591
26872	NNNNNN	V3C99_016591
26873	NNNNNN	V3C99_016591
26874	NNNNNN	V3C99_016591
26876	NNNNNN	V3C99_016591
26878	NNNNNN	V3C99_016591
26879	NNNNNN	V3C99_016591
26880	NNNNNN	V3C99_016591
26881	NNNNNN	V3C99_016591
26882	NNNNNN	V3C99_016591
26883	NNNNNN	V3C99_016591
26884	NNNNNN	V3C99_016591
26891	NNNNNN	V3C99_016592
26923	NNNNNN	V3C99_016595
26933	NNNNNN	V3C99_016595
26935	NNNNNN	V3C99_016596
26937	NNNNNN	V3C99_016596
26938	NNNNNN	V3C99_016596
26939	NNNNNN	V3C99_016596
26940	NNNNNN	V3C99_016596
26941	NNNNNN	V3C99_016596
26943	NNNNNN	V3C99_016596
26945	NNNNNN	V3C99_016596
26946	NNNNNN	V3C99_016596
26947	NNNNNN	V3C99_016596
26948	NNNNNN	V3C99_016596
26949	NNNNNN	V3C99_016596
26950	NNNNNN	V3C99_016596
26951	NNNNNN	V3C99_016596
26954	NNNNNN	V3C99_016597
26956	NNNNNN	V3C99_016597
26957	NNNNNN	V3C99_016597
26958	NNNNNN	V3C99_016597
26959	NNNNNN	V3C99_016597
26960	NNNNNN	V3C99_016597
26962	NNNNNN	V3C99_016597
26964	NNNNNN	V3C99_016597
26965	NNNNNN	V3C99_016597
26966	NNNNNN	V3C99_016597
26967	NNNNNN	V3C99_016597
26968	NNNNNN	V3C99_016597
26969	NNNNNN	V3C99_016597
26970	NNNNNN	V3C99_016597
26973	NNNNNN	V3C99_016598
26975	NNNNNN	V3C99_016598
26976	NNNNNN	V3C99_016598
26977	NNNNNN	V3C99_016598
26978	NNNNNN	V3C99_016598
26979	NNNNNN	V3C99_016598
26981	NNNNNN	V3C99_016598
26983	NNNNNN	V3C99_016598
26984	NNNNNN	V3C99_016598
26985	NNNNNN	V3C99_016598
26986	NNNNNN	V3C99_016598
26987	NNNNNN	V3C99_016598
26988	NNNNNN	V3C99_016598
26989	NNNNNN	V3C99_016598
26992	NNNNNN	V3C99_016599
26994	NNNNNN	V3C99_016599
26995	NNNNNN	V3C99_016599
26996	NNNNNN	V3C99_016599
26997	NNNNNN	V3C99_016599
26998	NNNNNN	V3C99_016599
27000	NNNNNN	V3C99_016599
27002	NNNNNN	V3C99_016599
27003	NNNNNN	V3C99_016599
27004	NNNNNN	V3C99_016599
27005	NNNNNN	V3C99_016599
27006	NNNNNN	V3C99_016599
27007	NNNNNN	V3C99_016599
27008	NNNNNN	V3C99_016599
27011	NNNNNN	V3C99_016600
27013	NNNNNN	V3C99_016600
27014	NNNNNN	V3C99_016600
27015	NNNNNN	V3C99_016600
27016	NNNNNN	V3C99_016600
27017	NNNNNN	V3C99_016600
27019	NNNNNN	V3C99_016600
27020	NNNNNN	V3C99_016600
27021	NNNNNN	V3C99_016600
27022	NNNNNN	V3C99_016600
27023	NNNNNN	V3C99_016600
27024	NNNNNN	V3C99_016600
27025	NNNNNN	V3C99_016600
27026	NNNNNN	V3C99_016600
27028	NNNNNN	V3C99_016603
27030	NNNNNN	V3C99_016603
27031	NNNNNN	V3C99_016603
27032	NNNNNN	V3C99_016603
27033	NNNNNN	V3C99_016603
27034	NNNNNN	V3C99_016603
27036	NNNNNN	V3C99_016603
27037	NNNNNN	V3C99_016603
27038	NNNNNN	V3C99_016603
27039	NNNNNN	V3C99_016603
27040	NNNNNN	V3C99_016603
27041	NNNNNN	V3C99_016603
27042	NNNNNN	V3C99_016603
27043	NNNNNN	V3C99_016603
27045	NNNNNN	V3C99_016604
27047	NNNNNN	V3C99_016604
27048	NNNNNN	V3C99_016604
27049	NNNNNN	V3C99_016604
27050	NNNNNN	V3C99_016604
27051	NNNNNN	V3C99_016604
27053	NNNNNN	V3C99_016604
27054	NNNNNN	V3C99_016604
27055	NNNNNN	V3C99_016604
27056	NNNNNN	V3C99_016604
27057	NNNNNN	V3C99_016604
27058	NNNNNN	V3C99_016604
27059	NNNNNN	V3C99_016604
27060	NNNNNN	V3C99_016604
27062	NNNNNN	V3C99_016605
27064	NNNNNN	V3C99_016605
27065	NNNNNN	V3C99_016605
27066	NNNNNN	V3C99_016605
27067	NNNNNN	V3C99_016605
27068	NNNNNN	V3C99_016605
27070	NNNNNN	V3C99_016605
27072	NNNNNN	V3C99_016605
27073	NNNNNN	V3C99_016605
27074	NNNNNN	V3C99_016605
27075	NNNNNN	V3C99_016605
27076	NNNNNN	V3C99_016605
27077	NNNNNN	V3C99_016605
27078	NNNNNN	V3C99_016605
27080	NNNNNN	V3C99_016606
27081	sulp-8	V3C99_016608
27086	mdt-6	V3C99_016614
27087	NNNNNN	V3C99_016615
27088	sipa-1	V3C99_016617
27212	NNNNNN	V3C99_016621
27216	bgal-1	V3C99_016630
27217	NNNNNN	V3C99_016632
27218	F35B12.10	V3C99_016633
27219	F35B12.10	V3C99_016635
27220	Y45G5AM.9	V3C99_016637
27221	hda-11	V3C99_016638
27222	F25D1.3	V3C99_016639
27223	NNNNNN	V3C99_016640
27224	NNNNNN	V3C99_016641
27225	frm-10	V3C99_016642
27227	F25H9.6	V3C99_016644
27228	ppm-1.A	V3C99_016645
27237	NNNNNN	V3C99_016648
27238	T05H4.4	V3C99_016650
27239	hpo-19	V3C99_016650
27241	erfa-1	V3C99_016652
27242	alh-4	V3C99_016653
27245	T05H4.10	V3C99_016657
27246	NNNNNN	V3C99_016665
27247	NNNNNN	V3C99_016666
27248	NNNNNN	V3C99_016666
27249	F23B12.7	V3C99_016667
27250	fntb-1	V3C99_016668
27251	dhcr-7	V3C99_016670
27252	NNNNNN	V3C99_016671
27253	rpl-2	V3C99_016672
27254	NNNNNN	V3C99_016673
27255	NNNNNN	V3C99_016674
27256	par-4	V3C99_016675
27258	ebp-1	V3C99_016677
27259	lsm-5	V3C99_016678
27260	acs-1	V3C99_016684
27261	NNNNNN	V3C99_016685
27262	NNNNNN	V3C99_016686
27263	pfkb-1.1	V3C99_016688
27264	mtm-1	V3C99_016689
27268	unc-42	V3C99_016698
27270	NNNNNN	V3C99_016701
27273	laat-1	V3C99_016715
27277	pak-2	V3C99_016722
27278	NNNNNN	V3C99_016724
27279	gad-1	V3C99_016726
27280	snx-6	V3C99_016727
27281	gck-3	V3C99_016728
27283	ttc-17	V3C99_016730
27284	NNNNNN	V3C99_016731
27285	NNNNNN	V3C99_016733
27289	Y70C5C.1	V3C99_016737
27290	C02G6.2	V3C99_016737
27291	F44E7.4	V3C99_016737
27292	Y70C5C.1	V3C99_016738
27293	C02G6.2	V3C99_016738
27294	F44E7.4	V3C99_016738
27296	NNNNNN	V3C99_016742
27297	NNNNNN	V3C99_016745
27298	NNNNNN	V3C99_016746
27300	NNNNNN	V3C99_016747
27301	NNNNNN	V3C99_016748
27302	npp-14	V3C99_016749
27305	F53E2.2	V3C99_016751
27306	NNNNNN	V3C99_016752
27307	NNNNNN	V3C99_016753
27308	dbl-1	V3C99_016755
27311	NNNNNN	V3C99_016757
27312	NNNNNN	V3C99_016757
27313	NNNNNN	V3C99_016757
27314	NNNNNN	V3C99_016757
27315	NNNNNN	V3C99_016757
27316	NNNNNN	V3C99_016757
27317	NNNNNN	V3C99_016757
27318	NNNNNN	V3C99_016757
27319	NNNNNN	V3C99_016761
27320	tnc-2	V3C99_016762
27321	avr-15	V3C99_016763
27324	F26D11.1	V3C99_016771
27325	natb-1	V3C99_016773
27326	NNNNNN	V3C99_016774
27328	hphd-1	V3C99_016776
27329	NNNNNN	V3C99_016777
27361	F40F8.3	V3C99_016792
27362	nasp-1	V3C99_016793
27363	nasp-2	V3C99_016793
27364	apc-1	V3C99_016794
27378	R12A1.3	V3C99_016798
27379	twk-14	V3C99_016800
27383	D2023.6	V3C99_016803
27384	mtg-1	V3C99_016804
27385	atg-9	V3C99_016805
27386	T22H9.1	V3C99_016806
27387	C17G10.1	V3C99_016807
27436	fce-2	V3C99_016817
27437	F53E4.1	V3C99_016818
27438	twk-46	V3C99_016819
27439	asp-1	V3C99_016820
27440	NNNNNN	V3C99_016820
27444	NNNNNN	V3C99_016825
27445	NNNNNN	V3C99_016827
27447	tnt-4	V3C99_016828
27474	NNNNNN	V3C99_016835
27475	cps-6	V3C99_016836
27476	cope-1	V3C99_016837
27477	NNNNNN	V3C99_016838
27479	ptr-22	V3C99_016839
27481	NNNNNN	V3C99_016841
27483	npr-25	V3C99_016843
27484	NNNNNN	V3C99_016844
27485	NNNNNN	V3C99_016845
27486	NNNNNN	V3C99_016846
27488	NNNNNN	V3C99_016854
27489	dhs-16	V3C99_016856
27490	srp-1	V3C99_016857
27491	srp-2	V3C99_016857
27503	oat-1	V3C99_016859
27504	str-176	V3C99_016859
27508	NNNNNN	V3C99_016859
27509	NNNNNN	V3C99_016859
27513	NNNNNN	V3C99_016860
27514	NNNNNN	V3C99_016860
27515	NNNNNN	V3C99_016861
27534	NNNNNN	V3C99_016862
27536	NNNNNN	V3C99_016862
27542	NNNNNN	V3C99_016862
27546	NNNNNN	V3C99_016862
27549	NNNNNN	V3C99_016862
27550	NNNNNN	V3C99_016862
27551	NNNNNN	V3C99_016862
27552	NNNNNN	V3C99_016862
27553	NNNNNN	V3C99_016862
27554	NNNNNN	V3C99_016862
27555	NNNNNN	V3C99_016862
27556	NNNNNN	V3C99_016862
27558	NNNNNN	V3C99_016863
27559	C24B5.4	V3C99_016866
27560	NNNNNN	V3C99_016867
27566	arx-2	V3C99_016874
27567	crm-1	V3C99_016876
27568	aip-1	V3C99_016878
27569	ddx-17	V3C99_016879
27570	NNNNNN	V3C99_016881
27571	NNNNNN	V3C99_016881
27576	NNNNNN	V3C99_016882
27577	ptr-16	V3C99_016883
27578	NNNNNN	V3C99_016884
27579	NNNNNN	V3C99_016891
27580	NNNNNN	V3C99_016892
27586	fshr-1	V3C99_016894
27587	NNNNNN	V3C99_016896
27589	K08B12.3	V3C99_016899
27590	chk-1	V3C99_016900
27596	vps-33.2	V3C99_016901
27597	dmd-8	V3C99_016902
27598	NNNNNN	V3C99_016903
27599	NNNNNN	V3C99_016903
27600	NNNNNN	V3C99_016903
27606	NNNNNN	V3C99_016903
27607	NNNNNN	V3C99_016903
27608	NNNNNN	V3C99_016903
27609	NNNNNN	V3C99_016903
27610	NNNNNN	V3C99_016903
27611	NNNNNN	V3C99_016903
27613	NNNNNN	V3C99_016903
27614	NNNNNN	V3C99_016903
27615	NNNNNN	V3C99_016903
27616	NNNNNN	V3C99_016903
27620	NNNNNN	V3C99_016908
27621	NNNNNN	V3C99_016909
27630	NNNNNN	V3C99_016915
27631	NNNNNN	V3C99_016917
27632	NNNNNN	V3C99_016920
27641	gck-1	V3C99_016927
27642	NNNNNN	V3C99_016928
27643	R04B5.5	V3C99_016930
27644	R04B5.6	V3C99_016930
27645	NNNNNN	V3C99_016932
27646	NNNNNN	V3C99_016933
27647	NNNNNN	V3C99_016939
27648	ape-1	V3C99_016941
27649	NNNNNN	V3C99_016942
27650	NNNNNN	V3C99_016943
27651	NNNNNN	V3C99_016943
27652	NNNNNN	V3C99_016943
27654	NNNNNN	V3C99_016943
27655	rnp-6	V3C99_016944
27656	hint-3	V3C99_016947
27657	pro-3	V3C99_016948
27658	R04B5.5	V3C99_016950
27659	R04B5.6	V3C99_016950
27662	lbp-9	V3C99_016952
27663	NNNNNN	V3C99_016953
27664	NNNNNN	V3C99_016954
27665	ZK973.11	V3C99_016954
27666	NNNNNN	V3C99_016956
27667	cni-1	V3C99_016956
27669	T20D3.5	V3C99_016958
27670	C04E6.11	V3C99_016959
27671	NNNNNN	V3C99_016960
27672	NNNNNN	V3C99_016961
27674	NNNNNN	V3C99_016964
27675	NNNNNN	V3C99_016964
27676	NNNNNN	V3C99_016964
27677	NNNNNN	V3C99_016966
27678	NNNNNN	V3C99_016966
27679	NNNNNN	V3C99_016966
27681	NNNNNN	V3C99_016969
27682	NNNNNN	V3C99_016970
27683	NNNNNN	V3C99_016972
27684	cmd-1	V3C99_016974
27687	madd-2	V3C99_016975
27688	ttll-5	V3C99_016999
27689	C55A6.10	V3C99_017000
27690	grdn-1	V3C99_017001
27691	NNNNNN	V3C99_017002
27692	R11H6.5	V3C99_017003
27693	NNNNNN	V3C99_017006
27694	atp-5	V3C99_017007
27695	mboa-2	V3C99_017008
27697	nrx-1	V3C99_017010
27700	NNNNNN	V3C99_017019
27701	usp-39	V3C99_017020
27702	NNNNNN	V3C99_017024
27704	NNNNNN	V3C99_017026
27706	rpl-16	V3C99_017029
27707	NNNNNN	V3C99_017030
27708	ubc-19	V3C99_017031
27711	NNNNNN	V3C99_017033
27712	ints-5	V3C99_017034
27713	add-2	V3C99_017035
27714	bus-19	V3C99_017036
27716	mig-6	V3C99_017038
27717	NNNNNN	V3C99_017040
27719	acl-9	V3C99_017043
27720	mcm-7	V3C99_017045
27722	C53A5.17	V3C99_017048
27723	spin-1	V3C99_017051
27725	F10C2.4	V3C99_017062
27729	NNNNNN	V3C99_017077
27731	NNNNNN	V3C99_017079
27733	tmc-1	V3C99_017080
27734	F40B5.2	V3C99_017083
27736	cept-1	V3C99_017086
27737	NNNNNN	V3C99_017088
27739	NNNNNN	V3C99_017099
27743	NNNNNN	V3C99_017106
27744	NNNNNN	V3C99_017107
27747	NNNNNN	V3C99_017111
27748	igcm-2	V3C99_017113
27749	glt-4	V3C99_017115
27750	ada-2	V3C99_017116
27751	NNNNNN	V3C99_017119
27752	NNNNNN	V3C99_017123
27753	pek-1	V3C99_017125
27755	mct-4	V3C99_017126
27757	NNNNNN	V3C99_017133
27758	NNNNNN	V3C99_017134
27759	git-1	V3C99_017138
27760	NNNNNN	V3C99_017139
27761	NNNNNN	V3C99_017140
27762	dsc-1	V3C99_017141
27763	seb-3	V3C99_017142
27764	ergi-2	V3C99_017145
27765	slc-25A18.1	V3C99_017147
27766	sox-3	V3C99_017148
27767	NNNNNN	V3C99_017149
27768	C15H9.4	V3C99_017150
27769	C15H9.5	V3C99_017151
27770	let-413	V3C99_017152
27771	K09A9.6	V3C99_017153
27773	pcyt-2.1	V3C99_017156
27774	NNNNNN	V3C99_017157
27776	pdk-1	V3C99_017160
27777	NNNNNN	V3C99_017162
27778	dop-4	V3C99_017163
27779	NNNNNN	V3C99_017164
27780	NNNNNN	V3C99_017167
27781	mfsd-12	V3C99_017168
27782	NNNNNN	V3C99_017169
27783	ceh-1	V3C99_017170
27792	argn-1	V3C99_017173
27793	F21G4.6	V3C99_017174
27794	NNNNNN	V3C99_017176
27803	NNNNNN	V3C99_017178
27804	NNNNNN	V3C99_017180
